"Date","Price","Open","High","Low","Vol.","Change %"
"08/31/2023","157.77","159.76","159.80","157.58","","-1.24%"
"08/30/2023","159.75","158.71","159.81","158.54","","0.67%"
"08/29/2023","158.68","158.48","159.32","158.22","","0.11%"
"08/28/2023","158.51","158.16","158.58","158.07","","0.25%"
"08/25/2023","158.12","157.66","158.28","157.20","","0.32%"
"08/24/2023","157.62","157.31","158.07","157.09","","0.22%"
"08/23/2023","157.27","158.26","158.40","156.85","","-0.58%"
"08/22/2023","158.19","159.24","159.51","158.07","","-0.63%"
"08/21/2023","159.19","158.16","159.43","157.79","","0.77%"
"08/18/2023","157.97","158.59","158.60","157.65","","-0.35%"
"08/17/2023","158.53","159.23","159.33","158.24","","-0.40%"
"08/16/2023","159.17","158.78","159.29","158.62","","0.28%"
"08/15/2023","158.73","158.75","159.36","158.51","","0.01%"
"08/14/2023","158.71","158.70","158.87","158.18","","0.04%"
"08/11/2023","158.64","158.95","159.26","158.60","","-0.16%"
"08/10/2023","158.90","157.74","159.23","157.64","","0.76%"
"08/09/2023","157.70","157.09","157.92","156.87","","0.41%"
"08/08/2023","157.06","156.80","157.77","156.32","","0.17%"
"08/07/2023","156.80","156.13","156.90","155.80","","0.47%"
"08/04/2023","156.07","156.07","156.67","155.88","","0.04%"
"08/03/2023","156.00","156.76","157.26","155.51","","-0.47%"
"08/02/2023","156.73","157.43","157.54","156.24","","-0.43%"
"08/01/2023","157.41","156.45","157.52","156.39","","0.61%"
"07/31/2023","156.45","155.61","157.31","155.09","","0.62%"
"07/28/2023","155.48","153.10","155.64","151.40","","1.61%"
"07/27/2023","153.01","155.39","156.27","152.18","","-1.53%"
"07/26/2023","155.39","155.77","156.02","155.13","","-0.19%"
"07/25/2023","155.69","156.52","156.92","155.60","","-0.49%"
"07/24/2023","156.46","157.79","157.81","156.23","","-0.77%"
"07/21/2023","157.68","155.91","158.07","155.58","","1.16%"
"07/20/2023","155.87","156.45","156.63","155.85","","-0.34%"
"07/19/2023","156.40","155.86","157.23","155.82","","0.37%"
"07/18/2023","155.83","155.88","156.16","154.86","","-0.03%"
"07/17/2023","155.87","155.88","156.36","155.06","","0.08%"
"07/14/2023","155.75","154.94","156.17","154.15","","0.54%"
"07/13/2023","154.92","154.17","155.18","153.86","","0.52%"
"07/12/2023","154.12","154.53","154.57","153.47","","-0.24%"
"07/11/2023","154.49","155.45","155.69","154.17","","-0.60%"
"07/10/2023","155.43","155.89","156.69","155.31","","-0.24%"
"07/07/2023","155.81","156.86","156.95","155.35","","-0.66%"
"07/06/2023","156.84","157.01","157.08","155.82","","-0.08%"
"07/05/2023","156.97","157.18","157.74","156.76","","-0.10%"
"07/04/2023","157.12","157.88","157.94","157.13","","-0.44%"
"07/03/2023","157.82","157.48","158.01","157.24","","0.24%"
"06/30/2023","157.45","157.28","157.92","156.69","","0.11%"
"06/29/2023","157.28","157.67","157.95","157.23","","-0.22%"
"06/28/2023","157.63","157.92","158.05","157.21","","-0.16%"
"06/27/2023","157.89","156.57","158.01","156.38","","0.91%"
"06/26/2023","156.47","156.58","156.76","155.74","","0.01%"
"06/23/2023","156.45","156.82","156.86","155.04","","-0.22%"
"06/22/2023","156.79","155.89","156.97","155.61","","0.61%"
"06/21/2023","155.84","154.45","155.94","154.29","","0.95%"
"06/20/2023","154.38","155.10","155.43","154.04","","-0.44%"
"06/19/2023","155.06","155.07","155.35","154.64","","-0.03%"
"06/16/2023","155.11","153.55","155.32","153.07","","1.03%"
"06/15/2023","153.53","151.73","153.72","151.57","","1.19%"
"06/14/2023","151.73","151.34","151.81","150.91","","0.29%"
"06/13/2023","151.29","150.15","151.41","150.03","","0.75%"
"06/12/2023","150.17","149.82","150.38","149.65","","0.28%"
"06/09/2023","149.75","149.79","150.47","149.63","","-0.01%"
"06/08/2023","149.76","149.92","150.09","149.57","","-0.08%"
"06/07/2023","149.88","149.31","150.05","148.62","","0.38%"
"06/06/2023","149.31","149.52","149.73","148.81","","-0.11%"
"06/05/2023","149.48","149.92","150.23","149.22","","-0.23%"
"06/02/2023","149.82","149.39","149.99","149.11","","0.32%"
"06/01/2023","149.34","148.96","149.70","148.62","","0.28%"
"05/31/2023","148.93","150.08","150.13","148.57","","-0.74%"
"05/30/2023","150.04","150.38","150.67","149.72","","-0.20%"
"05/29/2023","150.34","150.89","151.09","150.08","","-0.31%"
"05/26/2023","150.80","150.14","150.98","149.79","","0.46%"
"05/25/2023","150.11","149.93","150.33","149.29","","0.15%"
"05/24/2023","149.89","149.29","149.97","148.83","","0.43%"
"05/23/2023","149.25","149.88","150.07","149.09","","-0.38%"
"05/22/2023","149.82","149.13","149.96","148.82","","0.54%"
"05/19/2023","149.01","149.42","149.83","148.70","","-0.25%"
"05/18/2023","149.38","149.25","149.48","148.75","","0.11%"
"05/17/2023","149.22","148.14","149.29","148.07","","0.75%"
"05/16/2023","148.11","148.01","148.53","147.59","","0.10%"
"05/15/2023","147.96","147.35","148.28","147.22","","0.50%"
"05/12/2023","147.22","146.86","147.50","146.65","","0.25%"
"05/11/2023","146.85","147.55","147.60","146.12","","-0.45%"
"05/10/2023","147.51","148.23","148.70","147.03","","-0.46%"
"05/09/2023","148.19","148.69","148.71","147.88","","-0.30%"
"05/08/2023","148.64","148.77","149.28","148.44","","0.05%"
"05/05/2023","148.56","147.88","148.74","147.68","","0.49%"
"05/04/2023","147.84","148.99","149.22","147.10","","-0.74%"
"05/03/2023","148.94","150.20","150.39","148.96","","-0.83%"
"05/02/2023","150.18","150.93","151.59","149.77","","-0.46%"
"05/01/2023","150.88","150.23","150.94","149.96","","0.47%"
"04/28/2023","150.18","147.75","150.56","146.93","","1.67%"
"04/27/2023","147.71","147.60","148.04","147.13","","0.10%"
"04/26/2023","147.56","146.72","147.93","146.44","","0.58%"
"04/25/2023","146.71","148.28","148.65","146.28","","-1.00%"
"04/24/2023","148.19","147.46","148.51","147.11","","0.54%"
"04/21/2023","147.39","147.26","147.60","146.39","","0.12%"
"04/20/2023","147.21","147.59","147.86","147.01","","-0.22%"
"04/19/2023","147.54","147.15","147.90","147.02","","0.29%"
"04/18/2023","147.11","146.91","147.41","146.71","","0.14%"
"04/17/2023","146.91","147.23","147.47","146.64","","-0.15%"
"04/14/2023","147.13","146.39","147.20","146.22","","0.53%"
"04/13/2023","146.36","146.35","147.07","146.07","","0.05%"
"04/12/2023","146.29","145.86","146.82","145.73","","0.30%"
"04/11/2023","145.85","145.12","146.00","144.87","","0.53%"
"04/10/2023","145.08","144.05","145.17","143.79","","0.76%"
"04/07/2023","143.98","143.93","144.31","143.48","","0.06%"
"04/06/2023","143.90","143.20","144.08","142.57","","0.47%"
"04/05/2023","143.22","144.26","144.55","142.74","","-0.70%"
"04/04/2023","144.23","144.32","145.45","143.95","","0.00%"
"04/03/2023","144.23","144.06","144.95","143.62","","0.21%"
"03/31/2023","143.93","144.68","145.69","143.88","","-0.46%"
"03/30/2023","144.60","144.08","145.13","143.13","","0.39%"
"03/29/2023","144.04","141.95","144.13","141.79","","1.50%"
"03/28/2023","141.91","142.06","142.18","141.03","","-0.08%"
"03/27/2023","142.03","140.73","142.26","140.56","","1.01%"
"03/24/2023","140.61","141.67","141.87","139.06","","-0.75%"
"03/23/2023","141.67","142.71","143.22","141.14","","-0.71%"
"03/22/2023","142.68","142.69","143.66","142.30","","0.01%"
"03/21/2023","142.67","140.81","142.81","140.40","","1.36%"
"03/20/2023","140.76","141.33","141.88","138.82","","0.14%"
"03/17/2023","140.57","141.87","142.22","140.14","","-0.87%"
"03/16/2023","141.81","141.12","142.07","139.12","","0.52%"
"03/15/2023","141.07","144.06","144.99","139.44","","-2.06%"
"03/14/2023","144.04","142.94","144.46","142.52","","0.80%"
"03/13/2023","142.89","143.67","144.43","141.33","","-0.54%"
"03/10/2023","143.66","144.07","145.36","143.33","","-0.26%"
"03/09/2023","144.04","144.84","144.89","143.60","","-0.53%"
"03/08/2023","144.81","144.69","145.26","144.21","","0.11%"
"03/07/2023","144.65","145.18","145.46","144.54","","-0.32%"
"03/06/2023","145.12","144.49","145.42","144.11","","0.46%"
"03/03/2023","144.45","144.95","145.10","144.26","","-0.32%"
"03/02/2023","144.91","145.28","145.63","144.76","","-0.23%"
"03/01/2023","145.25","144.10","145.39","143.95","","0.83%"
"02/28/2023","144.05","144.47","145.51","143.87","","-0.29%"
"02/27/2023","144.47","143.87","144.61","143.51","","0.39%"
"02/24/2023","143.91","142.76","144.05","142.16","","0.84%"
"02/23/2023","142.71","143.06","143.55","142.55","","-0.21%"
"02/22/2023","143.01","143.73","143.87","143.00","","-0.49%"
"02/21/2023","143.72","143.44","144.18","143.15","","0.24%"
"02/20/2023","143.38","143.49","143.67","143.02","","-0.06%"
"02/17/2023","143.46","142.92","143.72","142.92","","0.40%"
"02/16/2023","142.89","143.40","143.67","142.84","","-0.33%"
"02/15/2023","143.37","142.94","143.46","142.34","","0.34%"
"02/14/2023","142.89","141.98","142.99","141.50","","0.66%"
"02/13/2023","141.95","140.35","142.42","140.26","","1.17%"
"02/10/2023","140.31","141.27","141.52","139.55","","-0.66%"
"02/09/2023","141.24","140.73","141.35","140.59","","0.40%"
"02/08/2023","140.68","140.59","141.07","140.29","","0.08%"
"02/07/2023","140.57","142.31","142.39","140.25","","-1.24%"
"02/06/2023","142.33","141.55","143.00","141.51","","0.54%"
"02/03/2023","141.57","140.36","142.39","139.48","","0.86%"
"02/02/2023","140.36","141.71","142.01","140.05","","-0.93%"
"02/01/2023","141.68","141.35","141.88","140.88","","0.27%"
"01/31/2023","141.30","141.54","141.64","140.74","","-0.11%"
"01/30/2023","141.45","141.23","142.01","140.54","","0.24%"
"01/27/2023","141.11","141.83","141.87","140.80","","-0.48%"
"01/26/2023","141.79","141.48","141.94","140.85","","0.25%"
"01/25/2023","141.44","141.71","142.32","140.74","","-0.11%"
"01/24/2023","141.60","142.05","142.23","141.24","","-0.28%"
"01/23/2023","142.00","140.73","142.11","140.46","","0.97%"
"01/20/2023","140.64","139.08","141.29","139.04","","1.15%"
"01/19/2023","139.04","139.15","139.47","137.91","","-0.04%"
"01/18/2023","139.09","138.26","141.70","138.20","","0.62%"
"01/17/2023","138.23","139.12","139.65","138.18","","-0.58%"
"01/16/2023","139.03","138.45","139.36","138.22","","0.40%"
"01/13/2023","138.47","140.24","140.42","137.99","","-1.25%"
"01/12/2023","140.22","142.51","142.57","140.00","","-1.58%"
"01/11/2023","142.47","142.00","142.89","141.82","","0.36%"
"01/10/2023","141.96","141.45","142.08","141.09","","0.34%"
"01/09/2023","141.48","140.45","141.93","140.16","","0.64%"
"01/06/2023","140.58","140.37","141.47","140.22","","0.17%"
"01/05/2023","140.34","140.61","141.38","139.95","","-0.16%"
"01/04/2023","140.57","138.20","140.79","137.85","","1.71%"
"01/03/2023","138.21","139.42","140.04","137.38","","-0.84%"
"01/02/2023","139.38","140.36","140.36","139.25","","-0.66%"
"12/30/2022","140.31","141.83","141.90","139.96","","-1.05%"
"12/29/2022","141.80","142.70","142.72","141.56","","-0.60%"
"12/28/2022","142.65","142.06","142.96","141.89","","0.46%"
"12/27/2022","142.00","141.35","142.30","141.13","","0.50%"
"12/26/2022","141.30","140.92","141.54","140.32","","0.26%"
"12/23/2022","140.94","140.22","141.29","140.07","","0.54%"
"12/22/2022","140.18","140.52","140.70","139.95","","-0.20%"
"12/21/2022","140.46","139.93","140.81","139.66","","0.41%"
"12/20/2022","139.88","145.21","145.85","138.78","","-3.64%"
"12/19/2022","145.16","144.00","145.54","143.75","","0.35%"
"12/16/2022","144.65","146.40","146.61","144.59","","-1.18%"
"12/15/2022","146.38","144.73","146.77","144.29","","1.15%"
"12/14/2022","144.71","144.17","144.91","143.51","","0.42%"
"12/13/2022","144.11","145.07","145.77","143.51","","-0.63%"
"12/12/2022","145.02","143.79","145.14","143.70","","0.85%"
"12/09/2022","143.80","144.31","144.48","142.75","","-0.31%"
"12/08/2022","144.25","143.54","144.42","143.21","","0.52%"
"12/07/2022","143.50","143.49","144.65","143.15","","0.01%"
"12/06/2022","143.48","143.45","144.07","143.09","","0.02%"
"12/05/2022","143.45","141.82","143.67","141.32","","1.36%"
"12/02/2022","141.53","142.38","142.50","140.62","","-0.58%"
"12/01/2022","142.36","143.67","143.79","141.90","","-0.88%"
"11/30/2022","143.62","143.26","144.95","143.16","","0.29%"
"11/29/2022","143.21","143.68","144.05","143.00","","-0.29%"
"11/28/2022","143.62","144.43","145.04","143.02","","-0.67%"
"11/25/2022","144.59","144.30","145.18","144.10","","0.22%"
"11/24/2022","144.27","145.16","145.23","143.64","","-0.57%"
"11/23/2022","145.10","145.56","146.17","144.61","","-0.28%"
"11/22/2022","145.51","145.60","145.72","144.87","","-0.03%"
"11/21/2022","145.55","144.83","145.67","144.30","","0.45%"
"11/18/2022","144.90","145.28","145.57","144.54","","-0.23%"
"11/17/2022","145.23","145.07","145.50","144.42","","0.14%"
"11/16/2022","145.02","144.14","145.57","143.54","","0.64%"
"11/15/2022","144.10","144.43","145.39","143.34","","-0.23%"
"11/14/2022","144.43","143.45","145.31","143.37","","0.52%"
"11/11/2022","143.68","143.95","145.05","142.65","","-0.14%"
"11/10/2022","143.88","146.64","146.79","143.20","","-1.87%"
"11/09/2022","146.62","146.76","147.14","146.31","","-0.06%"
"11/08/2022","146.71","146.95","147.01","145.95","","-0.13%"
"11/07/2022","146.90","145.30","147.05","145.30","","0.62%"
"11/04/2022","146.00","144.57","146.18","144.22","","0.98%"
"11/03/2022","144.58","145.24","145.39","144.02","","-0.42%"
"11/02/2022","145.19","146.40","146.54","144.87","","-0.81%"
"11/01/2022","146.38","146.97","147.14","145.95","","-0.40%"
"10/31/2022","146.97","146.68","147.79","146.65","","0.05%"
"10/28/2022","146.90","145.76","147.43","145.63","","0.82%"
"10/27/2022","145.71","147.52","147.72","145.54","","-1.20%"
"10/26/2022","147.48","147.44","147.74","146.93","","0.06%"
"10/25/2022","147.39","147.10","147.51","146.59","","0.21%"
"10/24/2022","147.08","145.70","147.42","143.80","","1.04%"
"10/21/2022","145.57","146.92","148.43","144.14","","-0.89%"
"10/20/2022","146.88","146.50","147.35","146.23","","0.29%"
"10/19/2022","146.46","147.08","147.28","146.05","","-0.43%"
"10/18/2022","147.09","146.63","147.22","146.21","","0.32%"
"10/17/2022","146.62","144.31","146.74","144.28","","1.43%"
"10/14/2022","144.56","143.92","144.88","143.45","","0.45%"
"10/13/2022","143.91","142.54","144.13","141.73","","0.95%"
"10/12/2022","142.56","141.56","142.68","141.42","","0.73%"
"10/11/2022","141.53","141.39","142.23","140.98","","0.13%"
"10/10/2022","141.35","141.62","141.84","140.89","","-0.16%"
"10/07/2022","141.57","142.09","142.24","141.18","","-0.37%"
"10/06/2022","142.10","142.91","143.49","141.94","","-0.57%"
"10/05/2022","142.92","143.92","144.10","142.43","","-0.65%"
"10/04/2022","143.85","142.05","144.11","141.90","","1.31%"
"10/03/2022","141.99","141.67","142.49","141.36","","0.11%"
"09/30/2022","141.84","141.82","142.31","140.76","","0.04%"
"09/29/2022","141.78","140.35","141.82","139.39","","1.03%"
"09/28/2022","140.33","138.89","140.43","138.03","","1.07%"
"09/27/2022","138.85","139.10","139.57","138.59","","-0.14%"
"09/26/2022","139.04","138.98","139.55","137.57","","0.12%"
"09/23/2022","138.88","140.05","140.28","138.65","","-0.77%"
"09/22/2022","139.96","141.70","143.73","138.69","","-1.18%"
"09/21/2022","141.63","143.34","143.59","141.59","","-1.15%"
"09/20/2022","143.28","143.56","144.06","143.01","","-0.15%"
"09/19/2022","143.50","143.20","143.63","142.78","","0.26%"
"09/16/2022","143.13","143.57","143.57","142.49","","-0.26%"
"09/15/2022","143.50","142.87","143.71","142.54","","0.43%"
"09/14/2022","142.89","144.16","144.51","142.27","","-0.83%"
"09/13/2022","144.09","144.55","145.06","143.38","","-0.30%"
"09/12/2022","144.52","143.68","145.66","143.37","","1.01%"
"09/09/2022","143.08","144.08","144.75","142.63","","-0.66%"
"09/08/2022","144.03","143.75","144.32","143.16","","0.22%"
"09/07/2022","143.72","141.44","144.04","141.37","","1.64%"
"09/06/2022","141.40","139.60","141.78","139.56","","1.32%"
"09/05/2022","139.56","139.51","139.67","138.67","","0.04%"
"09/02/2022","139.51","139.44","140.79","139.25","","0.07%"
"09/01/2022","139.41","139.73","140.02","138.92","","-0.24%"
"08/31/2022","139.75","139.00","139.79","138.23","","0.57%"
"08/30/2022","138.96","138.65","139.25","138.24","","0.25%"
"08/29/2022","138.62","137.31","139.00","137.01","","1.20%"
"08/26/2022","136.98","136.18","138.01","136.07","","0.62%"
"08/25/2022","136.13","136.67","137.01","136.00","","-0.36%"
"08/24/2022","136.62","136.37","136.82","135.50","","0.21%"
"08/23/2022","136.33","136.71","137.19","135.72","","-0.24%"
"08/22/2022","136.66","137.37","137.97","136.39","","-0.54%"
"08/19/2022","137.40","137.12","137.99","136.93","","0.23%"
"08/18/2022","137.08","137.45","137.69","136.55","","-0.26%"
"08/17/2022","137.44","136.55","137.92","136.25","","0.70%"
"08/16/2022","136.49","135.46","136.96","134.93","","0.77%"
"08/15/2022","135.45","137.01","137.09","135.27","","-1.07%"
"08/12/2022","136.92","137.22","137.75","136.85","","-0.22%"
"08/11/2022","137.22","136.88","137.42","136.29","","0.29%"
"08/10/2022","136.82","138.04","138.95","136.57","","-0.84%"
"08/09/2022","137.98","137.69","138.33","137.24","","0.25%"
"08/08/2022","137.63","137.40","137.95","137.05","","0.16%"
"08/05/2022","137.41","136.17","137.79","135.79","","0.93%"
"08/04/2022","136.15","136.07","136.95","135.63","","0.09%"
"08/03/2022","136.03","135.39","136.45","134.82","","0.48%"
"08/02/2022","135.38","135.08","135.43","133.39","","0.24%"
"08/01/2022","135.05","136.16","136.36","134.98","","-0.76%"
"07/29/2022","136.09","136.93","137.34","135.53","","-0.56%"
"07/28/2022","136.85","139.27","139.40","136.33","","-1.77%"
"07/27/2022","139.31","138.52","139.54","138.42","","0.61%"
"07/26/2022","138.47","139.73","139.87","138.12","","-0.86%"
"07/25/2022","139.67","138.95","140.09","138.70","","0.55%"
"07/22/2022","138.91","140.54","140.72","138.76","","-1.13%"
"07/21/2022","140.50","140.68","142.35","140.14","","-0.11%"
"07/20/2022","140.65","141.32","141.95","140.42","","-0.45%"
"07/19/2022","141.28","140.10","141.48","139.68","","0.85%"
"07/18/2022","140.09","139.73","140.83","139.37","","0.25%"
"07/15/2022","139.74","139.22","139.91","138.72","","0.45%"
"07/14/2022","139.12","138.27","139.79","137.97","","0.64%"
"07/13/2022","138.24","137.40","138.84","137.11","","0.63%"
"07/12/2022","137.38","137.99","138.10","137.00","","-0.42%"
"07/11/2022","137.96","138.45","139.19","137.87","","-0.44%"
"07/08/2022","138.57","138.21","138.74","136.85","","0.31%"
"07/07/2022","138.14","138.43","139.09","137.97","","-0.17%"
"07/06/2022","138.37","139.52","139.55","137.23","","-0.80%"
"07/05/2022","139.48","141.39","142.40","138.94","","-1.36%"
"07/04/2022","141.40","141.13","141.69","140.60","","0.30%"
"07/01/2022","140.98","142.27","142.45","139.78","","-0.91%"
"06/30/2022","142.27","142.62","142.88","141.37","","-0.22%"
"06/29/2022","142.58","143.19","143.89","142.47","","-0.41%"
"06/28/2022","143.17","143.37","144.30","142.85","","-0.11%"
"06/27/2022","143.33","142.69","143.51","142.04","","0.47%"
"06/24/2022","142.66","142.05","142.81","141.39","","0.46%"
"06/23/2022","142.00","144.00","144.01","141.39","","-1.36%"
"06/22/2022","143.96","143.82","144.28","142.66","","0.13%"
"06/21/2022","143.78","142.00","144.01","141.91","","1.28%"
"06/20/2022","141.96","141.35","142.38","141.32","","0.20%"
"06/17/2022","141.68","139.49","142.00","139.43","","1.61%"
"06/16/2022","139.44","139.79","140.63","137.84","","-0.22%"
"06/15/2022","139.75","141.13","141.51","139.51","","-0.95%"
"06/14/2022","141.09","139.90","141.16","139.47","","0.89%"
"06/13/2022","139.85","141.34","141.78","139.38","","-1.05%"
"06/10/2022","141.34","142.64","142.82","140.79","","-0.87%"
"06/09/2022","142.58","143.89","144.20","142.33","","-0.86%"
"06/08/2022","143.82","141.88","144.27","141.84","","1.39%"
"06/07/2022","141.85","141.04","142.09","140.99","","0.59%"
"06/06/2022","141.02","140.28","141.16","139.82","","0.54%"
"06/03/2022","140.26","139.52","140.39","139.45","","0.54%"
"06/02/2022","139.50","138.55","139.63","138.38","","0.70%"
"06/01/2022","138.53","138.14","139.01","138.08","","0.30%"
"05/31/2022","138.11","137.50","138.26","136.78","","0.47%"
"05/30/2022","137.46","136.49","137.69","136.25","","0.81%"
"05/27/2022","136.35","136.37","136.76","135.83","","0.01%"
"05/26/2022","136.34","136.02","136.66","135.22","","0.27%"
"05/25/2022","135.97","136.16","136.26","134.97","","-0.10%"
"05/24/2022","136.11","136.72","136.81","135.53","","-0.42%"
"05/23/2022","136.69","135.18","136.82","134.65","","1.24%"
"05/20/2022","135.01","135.31","135.83","134.58","","-0.21%"
"05/19/2022","135.29","134.24","135.49","133.91","","0.83%"
"05/18/2022","134.18","136.49","136.69","134.06","","-1.68%"
"05/17/2022","136.47","134.78","136.72","134.48","","1.29%"
"05/16/2022","134.73","134.44","135.08","133.74","","0.17%"
"05/13/2022","134.50","133.20","134.78","133.10","","0.99%"
"05/12/2022","133.18","136.63","136.76","132.65","","-2.50%"
"05/11/2022","136.60","137.35","137.73","136.17","","-0.51%"
"05/10/2022","137.30","137.52","138.11","137.01","","-0.13%"
"05/09/2022","137.48","137.77","138.34","137.05","","-0.20%"
"05/06/2022","137.75","137.24","138.18","136.72","","0.43%"
"05/05/2022","137.16","137.13","137.60","136.82","","0.05%"
"05/04/2022","137.09","136.83","137.45","136.57","","0.16%"
"05/03/2022","136.87","136.73","137.38","136.49","","0.15%"
"05/02/2022","136.67","136.81","137.64","136.49","","-0.13%"
"04/29/2022","136.85","137.36","138.01","136.47","","-0.38%"
"04/28/2022","137.37","135.59","138.02","135.41","","1.34%"
"04/27/2022","135.55","135.34","136.17","134.76","","0.19%"
"04/26/2022","135.29","137.28","137.57","135.30","","-1.41%"
"04/25/2022","137.23","139.40","139.41","136.47","","-1.11%"
"04/22/2022","138.77","139.14","139.50","138.23","","-0.24%"
"04/21/2022","139.10","138.80","140.04","138.73","","0.25%"
"04/20/2022","138.76","139.07","139.70","138.38","","-0.19%"
"04/19/2022","139.03","136.93","139.13","136.85","","1.58%"
"04/18/2022","136.87","136.54","137.04","136.42","","0.25%"
"04/15/2022","136.53","136.30","136.93","136.26","","0.18%"
"04/14/2022","136.28","136.81","136.97","135.51","","-0.37%"
"04/13/2022","136.78","135.75","136.91","135.70","","0.80%"
"04/12/2022","135.70","136.44","136.67","135.53","","-0.53%"
"04/11/2022","136.42","135.96","137.15","135.26","","0.89%"
"04/08/2022","135.21","134.83","135.40","134.34","","0.30%"
"04/07/2022","134.80","134.88","135.53","134.42","","-0.04%"
"04/06/2022","134.85","134.80","135.50","134.70","","0.07%"
"04/05/2022","134.76","134.74","135.16","134.28","","0.05%"
"04/04/2022","134.69","135.24","135.70","134.56","","-0.52%"
"04/01/2022","135.39","134.66","135.91","134.62","","0.55%"
"03/31/2022","134.65","135.92","136.87","134.50","","-0.91%"
"03/30/2022","135.89","136.21","136.70","134.88","","-0.21%"
"03/29/2022","136.18","136.07","137.34","135.29","","0.11%"
"03/28/2022","136.03","133.96","137.56","133.95","","1.51%"
"03/25/2022","134.01","134.54","134.76","133.71","","-0.36%"
"03/24/2022","134.50","133.32","134.64","132.93","","0.89%"
"03/23/2022","133.31","133.26","133.91","132.32","","0.08%"
"03/22/2022","133.20","131.64","133.35","131.58","","1.23%"
"03/21/2022","131.58","131.77","132.00","131.37","","-0.07%"
"03/18/2022","131.67","131.53","131.94","131.17","","0.13%"
"03/17/2022","131.50","130.99","131.94","130.70","","0.40%"
"03/16/2022","130.97","129.60","131.14","129.53","","1.11%"
"03/15/2022","129.53","129.30","130.06","129.24","","0.19%"
"03/14/2022","129.28","128.03","129.73","127.99","","1.05%"
"03/11/2022","127.94","127.56","129.06","127.53","","0.31%"
"03/10/2022","127.55","128.30","128.91","127.41","","-0.56%"
"03/09/2022","128.27","126.12","128.49","125.99","","1.75%"
"03/08/2022","126.06","125.19","126.76","125.09","","0.73%"
"03/07/2022","125.15","125.74","125.97","124.38","","-0.21%"
"03/04/2022","125.41","127.79","127.84","125.06","","-1.82%"
"03/03/2022","127.74","128.49","128.54","127.57","","-0.55%"
"03/02/2022","128.45","127.85","128.82","127.29","","0.49%"
"03/01/2022","127.82","129.05","129.26","127.35","","-0.92%"
"02/28/2022","129.01","129.20","129.82","128.06","","-0.91%"
"02/25/2022","130.20","129.31","130.31","128.71","","0.71%"
"02/24/2022","129.28","130.06","130.11","127.90","","-0.57%"
"02/23/2022","130.02","130.35","130.74","129.94","","-0.24%"
"02/22/2022","130.33","129.80","130.79","129.35","","0.43%"
"02/21/2022","129.77","130.13","130.92","129.73","","-0.32%"
"02/18/2022","130.19","130.59","131.15","130.19","","-0.28%"
"02/17/2022","130.56","131.34","131.52","130.39","","-0.57%"
"02/16/2022","131.31","131.36","131.94","131.10","","0.01%"
"02/15/2022","131.30","130.65","131.57","130.42","","0.53%"
"02/14/2022","130.61","130.94","131.41","130.04","","-0.28%"
"02/11/2022","130.98","132.57","132.65","130.37","","-1.18%"
"02/10/2022","132.55","131.95","133.19","131.85","","0.49%"
"02/09/2022","131.91","131.90","132.17","131.60","","0.02%"
"02/08/2022","131.88","131.70","132.06","131.47","","0.12%"
"02/07/2022","131.72","131.92","132.20","131.25","","-0.11%"
"02/04/2022","131.86","131.52","132.11","131.44","","0.27%"
"02/03/2022","131.50","129.38","131.57","129.18","","1.67%"
"02/02/2022","129.34","129.30","129.49","129.04","","0.05%"
"02/01/2022","129.27","129.32","129.56","128.86","","-0.02%"
"01/31/2022","129.29","128.47","129.40","128.38","","0.69%"
"01/28/2022","128.41","128.58","128.87","128.34","","-0.09%"
"01/27/2022","128.52","128.86","129.04","128.32","","-0.23%"
"01/26/2022","128.81","128.69","129.28","128.58","","0.12%"
"01/25/2022","128.65","129.03","129.23","128.24","","-0.26%"
"01/24/2022","128.99","128.92","129.18","128.39","","0.06%"
"01/21/2022","128.91","129.07","129.34","128.54","","-0.10%"
"01/20/2022","129.04","129.68","130.11","129.03","","-0.47%"
"01/19/2022","129.65","129.82","130.01","129.38","","-0.12%"
"01/18/2022","129.80","130.79","131.20","129.69","","-0.70%"
"01/17/2022","130.72","130.38","130.85","130.28","","0.28%"
"01/14/2022","130.35","130.80","130.88","129.77","","-0.32%"
"01/13/2022","130.77","131.18","131.47","130.61","","-0.30%"
"01/12/2022","131.16","131.05","131.50","130.95","","0.10%"
"01/11/2022","131.03","130.49","131.23","130.43","","0.44%"
"01/10/2022","130.45","131.20","131.39","130.14","","-0.61%"
"01/07/2022","131.25","130.81","131.38","130.79","","0.37%"
"01/06/2022","130.77","131.39","131.45","130.62","","-0.43%"
"01/05/2022","131.34","131.10","131.63","130.82","","0.22%"
"01/04/2022","131.05","130.28","131.49","130.22","","0.62%"
"01/03/2022","130.24","130.86","131.06","130.02","","-0.44%"
"12/31/2021","130.82","130.33","131.06","130.15","","0.42%"
"12/30/2021","130.27","130.49","130.60","130.10","","-0.12%"
"12/29/2021","130.43","129.88","130.55","129.61","","0.45%"
"12/28/2021","129.84","130.10","130.25","129.60","","-0.18%"
"12/27/2021","130.07","129.47","130.18","129.36","","0.46%"
"12/24/2021","129.48","129.60","129.80","129.25","","-0.07%"
"12/23/2021","129.57","129.24","129.76","129.04","","0.27%"
"12/22/2021","129.22","128.69","129.53","128.55","","0.39%"
"12/21/2021","128.72","128.10","128.80","128.03","","0.52%"
"12/20/2021","128.06","127.73","128.34","127.50","","0.25%"
